,Track,Artist,Release Date,Spotify Playlist Count 2023,Spotify Chart Counts 2023,Streams 2023,Apple Music Playlist Count 2023,Apple Music Chart Counts 2023,Deezer Playlist Count 2023,Deezer Chart Counts 2023,Shazam Chart Counts 2023,Bpm,Key,Mode,Danceability %,Valence %,Energy %,Acousticness %,Instrumentalness %,Liveness %,Speechiness %
150,Mi Bello Angel,Natanael Cano,6/30/2023,86,8,31873544.0,7,76,3,1,93.0,128.0,A,Minor,81.0,90.0,77.0,1.0,0.0,9.0,5.0
151,Bye,Peso Pluma,5/26/2023,324,14,95053634.0,13,110,8,2,60.0,122.0,,Major,78.0,70.0,81.0,57.0,0.0,10.0,5.0
152,Danza Kuduro,"Don Omar, Lucenzo",1/1/2010,17138,37,1279434863.0,119,81,974,1,503.0,130.0,,Major,47.0,86.0,92.0,8.0,0.0,5.0,24.0
153,Nosso Quadro,"Ana Castela, AgroPlay",2/2/2023,894,9,233801632.0,14,88,66,3,72.0,160.0,A,Major,69.0,61.0,71.0,33.0,0.0,31.0,20.0
154,Locked Out Of Heaven,Bruno Mars,12/5/2012,1622,9,1481349984.0,0,0,356,0,0.0,144.0,F,Major,73.0,87.0,70.0,6.0,0.0,28.0,5.0
155,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",4/4/2023,561,14,142095275.0,4,14,12,5,56.0,192.0,B,Major,50.0,85.0,52.0,11.0,0.0,28.0,6.0
156,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",6/17/2022,5871,27,618885532.0,81,121,58,1,34.0,163.0,,Major,54.0,40.0,67.0,0.0,0.0,9.0,17.0
157,Counting Stars,OneRepublic,1/1/2013,29215,43,2011464183.0,179,97,3394,11,153.0,122.0,C#,Minor,66.0,48.0,71.0,6.0,0.0,12.0,4.0
158,Ghost,Justin Bieber,3/19/2021,5866,24,1167330737.0,107,38,95,0,31.0,154.0,D,Major,61.0,41.0,74.0,21.0,0.0,40.0,6.0
159,Under The Influence,Chris Brown,10/4/2019,3859,26,929964809.0,133,181,3,0,103.5,117.0,A,Minor,73.0,31.0,69.0,6.0,0.0,11.0,4.0
160,PRC,"Natanael Cano, Peso Pluma",1/23/2023,961,26,436027885.0,19,143,10,6,15.0,138.0,G,Minor,78.0,89.0,83.0,10.0,0.0,12.0,5.0
161,Gasolina,Daddy Yankee,7/13/2004,6457,18,657723613.0,98,95,453,0,454.0,96.0,,Major,86.0,74.0,80.0,33.0,0.0,8.0,6.0
162,One Dance,"Drake, WizKid, Kyla",4/4/2016,43257,24,2713922350.0,433,107,3631,0,26.0,104.0,C#,Major,77.0,36.0,63.0,1.0,0.0,36.0,5.0
163,Enchanted,Taylor Swift,1/1/2010,4564,16,621660989.0,24,101,113,0,40.0,164.0,G#,Major,45.0,24.0,62.0,8.0,0.0,16.0,3.0
164,Save Your Tears,The Weeknd,3/20/2020,12688,13,1591223784.0,197,115,112,0,200.0,118.0,,Major,68.0,61.0,82.0,2.0,0.0,50.0,3.0
165,Sure Thing,Miguel,5/25/2010,13801,19,950906471.0,137,125,435,6,285.0,81.0,B,Minor,68.0,51.0,60.0,3.0,0.0,19.0,10.0
166,Every Breath You Take - Remastered 2003,The Police,1/6/1983,22439,19,1593270737.0,211,74,929,0,129.0,117.0,C#,Major,82.0,73.0,45.0,54.0,0.0,7.0,3.0
167,The Night We Met,Lord Huron,2/2/2015,18515,35,1410088830.0,70,82,939,1,162.0,174.0,D,Major,45.0,10.0,37.0,97.0,25.0,64.0,4.0
168,We Found Love,"Rihanna, Calvin Harris",1/1/2011,36843,21,1235005533.0,321,91,4607,1,58.0,128.0,C#,Major,73.0,60.0,77.0,3.0,0.0,11.0,4.0
169,When I Was Your Man,Bruno Mars,12/5/2012,2420,11,1661187319.0,0,0,806,0,0.0,145.0,,Major,60.0,43.0,27.0,94.0,0.0,14.0,4.0
170,Let Me Down Slowly,Alec Benjamin,5/25/2018,5897,19,1374581173.0,0,0,885,0,0.0,150.0,C#,Minor,65.0,51.0,55.0,73.0,0.0,14.0,3.0
171,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",6/2/2023,727,16,94186466.0,17,60,28,1,44.0,90.0,A,Minor,60.0,13.0,53.0,4.0,0.0,21.0,4.0
172,Do I Wanna Know?,Arctic Monkeys,1/1/2013,33783,26,1788326445.0,133,92,2733,1,26.0,85.0,F,Major,55.0,42.0,53.0,17.0,0.0,22.0,3.0
173,Demons,Imagine Dragons,1/1/2012,26694,13,1840364617.0,65,82,3425,4,13.0,180.0,D#,Major,33.0,38.0,71.0,20.0,0.0,28.0,5.0
175,Reminder,The Weeknd,11/25/2016,6518,17,684675814.0,45,85,238,1,47.0,160.0,G#,Major,71.0,40.0,50.0,16.0,0.0,16.0,22.0
176,Shake It Off,Taylor Swift,1/1/2014,21335,13,1113838873.0,328,70,1378,9,20.0,160.0,G,Major,65.0,95.0,80.0,5.0,0.0,41.0,16.0
177,Why'd You Only Call Me When You're High?,Arctic Monkeys,1/1/2013,23389,29,1267333350.0,54,70,1089,2,1.0,92.0,D,Major,70.0,81.0,63.0,4.0,0.0,8.0,4.0
179,Shape of You,Ed Sheeran,1/6/2017,32181,10,3562543890.0,33,0,6808,7,0.0,96.0,C#,Minor,83.0,93.0,65.0,58.0,0.0,9.0,8.0
180,Night Changes,One Direction,11/17/2014,7124,18,1131090940.0,60,20,2,0,19.0,120.0,G#,Major,67.0,40.0,52.0,86.0,0.0,12.0,4.0
181,Fin de Semana,"Oscar Maydon, Junior H",1/13/2023,592,14,307370144.0,11,84,6,1,30.0,98.0,,Major,70.0,37.0,54.0,6.0,0.0,9.0,8.0
182,Creep,Radiohead,9/21/1992,36724,7,1271293243.0,146,72,6807,5,80.0,92.0,G,Major,53.0,12.0,34.0,1.0,0.0,12.0,4.0
183,Car's Outside,James Arthur,10/18/2019,794,10,265882712.0,38,25,61,0,263.0,150.0,A,Major,34.0,24.0,56.0,4.0,0.0,11.0,3.0
184,Apocalypse,Cigarettes After Sex,3/21/2017,13091,17,841749534.0,61,96,790,2,116.0,94.0,F,Major,37.0,17.0,47.0,2.0,46.0,11.0,3.0
185,Cheques,Shubh,5/19/2023,67,8,47956378.0,7,10,0,0,57.0,90.0,E,Minor,74.0,36.0,63.0,26.0,0.0,27.0,5.0
186,Pink + White,Frank Ocean,8/20/2016,21574,30,806397070.0,112,68,266,1,39.0,160.0,A,Major,54.0,54.0,55.0,67.0,0.0,42.0,11.0
187,Circles,Post Malone,8/30/2019,19664,16,2132335812.0,391,73,633,3,37.0,120.0,,Major,70.0,59.0,75.0,24.0,0.0,9.0,4.0
188,Just The Way You Are,Bruno Mars,1/1/2010,21106,13,1641426668.0,82,0,2946,0,0.0,109.0,F,Major,63.0,46.0,85.0,1.0,0.0,9.0,5.0
189,Take Me To Church,Hozier,9/13/2013,23804,31,2135158446.0,187,99,4623,1,0.0,129.0,E,Minor,57.0,41.0,66.0,63.0,0.0,12.0,5.0
190,Bebe Dame,"Fuerza Regida, Grupo Frontera",12/16/2022,849,22,367316268.0,27,129,21,7,111.0,157.0,G,Major,54.0,75.0,60.0,30.0,0.0,7.0,5.0
191,You Belong With Me (Taylor���s Ve,Taylor Swift,4/9/2021,2619,12,350381515.0,47,90,1,0,7.0,130.0,F#,Major,63.0,49.0,73.0,5.0,0.0,9.0,3.0
192,Titi Me Pregunt,Bad Bunny,5/6/2022,9037,42,1264310836.0,124,133,139,14,166.0,107.0,F,Minor,65.0,19.0,72.0,10.0,0.0,13.0,25.0
193,Better Than Revenge (Taylor's Version),Taylor Swift,7/7/2023,86,11,30343206.0,3,33,3,0,1.0,146.0,B,Minor,50.0,67.0,89.0,0.0,0.0,19.0,8.0
194,Shut up My Moms Calling,Hotel Ugly,2/10/2020,1788,14,405136812.0,1,50,19,0,19.0,139.0,A,Minor,48.0,37.0,41.0,32.0,0.0,10.0,10.0
195,Have You Ever Seen The Rain?,Creedence Clearwater Revival,7/1/1968,15890,14,1145727611.0,71,37,653,0,167.0,116.0,,Major,74.0,76.0,70.0,7.0,0.0,13.0,3.0
196,Es un Secreto,Plan B,7/20/2010,492,36,540654286.0,4,3,19,0,0.0,95.0,F#,Minor,84.0,52.0,77.0,12.0,0.0,7.0,4.0
197,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",6/8/2023,773,33,57312735.0,20,46,21,8,99.0,170.0,G#,Minor,62.0,55.0,80.0,15.0,0.0,37.0,7.0
198,Ditto,NewJeans,12/19/2022,1154,22,397582059.0,28,125,11,1,51.0,134.0,F#,Minor,81.0,18.0,64.0,3.0,0.0,10.0,11.0
199,Take On Me,a-ha,10/19/1984,44927,17,1479115056.0,34,0,5108,6,0.0,84.0,F#,Minor,57.0,86.0,90.0,2.0,0.0,9.0,5.0
200,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",6/2/2023,551,4,86773632.0,13,46,20,1,10.0,146.0,B,Minor,61.0,20.0,48.0,21.0,0.0,12.0,6.0
201,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5/1/2023,577,14,133753727.0,22,18,15,1,0.0,74.0,A#,Minor,53.0,24.0,67.0,11.0,0.0,10.0,28.0
202,Acr��s,Shakira,5/11/2023,955,29,123124076.0,37,50,79,11,31.0,144.0,B,Major,75.0,35.0,48.0,84.0,0.0,10.0,12.0
203,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",11/24/2022,995,19,463564958.0,12,117,9,5,3.0,136.0,B,Minor,77.0,79.0,73.0,15.0,0.0,27.0,10.0
204,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",5/15/2023,178,6,64533040.0,6,71,1,0,31.0,100.0,E,Major,56.0,53.0,55.0,53.0,0.0,12.0,4.0
205,S-Class,Stray Kids,6/2/2023,290,19,65496046.0,9,101,5,0,73.0,105.0,F,Minor,89.0,67.0,78.0,9.0,0.0,7.0,33.0
206,Hits Different,Taylor Swift,5/26/2023,547,0,68616963.0,15,15,6,0,0.0,106.0,F,Major,67.0,24.0,78.0,15.0,0.0,30.0,4.0
207,Chanel,"Becky G, Peso Pluma",3/30/2023,681,10,161460990.0,15,92,21,2,26.0,132.0,D,Major,85.0,53.0,68.0,40.0,0.0,9.0,4.0
208,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",6/2/2023,332,5,70106975.0,18,41,5,0,19.0,120.0,A,Major,78.0,5.0,30.0,21.0,0.0,13.0,5.0
209,Area Codes,"Kaliii, Kaliii",3/17/2023,1197,13,113509496.0,44,34,25,1,171.0,155.0,C#,Major,82.0,51.0,39.0,2.0,0.0,9.0,49.0
210,Abcdario,"Junior H, Eden Mu�",5/13/2023,262,5,89933133.0,8,60,4,1,109.0,129.0,G#,Major,70.0,42.0,43.0,78.0,0.0,11.0,3.0
211,Obsessed,"Abhijay Sharma, Riar Saab",9/29/2022,161,6,71007139.0,10,79,2,0,42.0,135.0,F,Minor,80.0,85.0,74.0,62.0,0.0,8.0,9.0
212,Pi��man De,"Semicenk, Do��u ",6/2/2023,185,3,43522589.0,5,6,4,1,33.0,98.0,A#,Minor,73.0,45.0,62.0,28.0,0.0,13.0,13.0
213,FLOWER,JISOO,3/31/2023,839,18,232896922.0,20,110,20,0,69.0,124.0,A,Minor,84.0,64.0,39.0,3.0,0.0,11.0,4.0
214,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",6/2/2023,259,0,37126685.0,5,17,5,0,0.0,135.0,A,Minor,77.0,28.0,55.0,18.0,0.0,22.0,15.0
215,Eyes Closed,Ed Sheeran,3/23/2023,2915,30,195576623.0,116,69,107,3,675.0,107.0,D,Major,78.0,39.0,53.0,30.0,0.0,11.0,6.0
216,Escapism.,"RAYE, 070 Shake",10/12/2022,5129,25,532336353.0,116,84,114,18,348.0,96.0,D,Major,54.0,25.0,74.0,14.0,0.0,9.0,11.0
217,La Jumpa,"Arcangel, Bad Bunny",11/30/2022,3794,34,538115192.0,47,77,53,10,8.0,123.0,G#,Major,71.0,58.0,70.0,30.0,0.0,32.0,19.0
218,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",5/26/2023,588,0,46142772.0,23,21,31,0,0.0,90.0,G#,Major,62.0,7.0,62.0,6.0,0.0,58.0,6.0
219,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",12/2/2022,2959,16,401036314.0,41,69,38,0,36.0,117.0,F,Minor,72.0,45.0,59.0,14.0,0.0,20.0,21.0
220,Las Morras,"BLESSD, Peso Pluma",4/4/2023,291,8,127026613.0,8,78,4,1,1.0,133.0,A,Minor,78.0,90.0,84.0,31.0,0.0,7.0,4.0
221,CHORRITO PA LAS ANIMAS,Feid,12/2/2022,2321,36,345031710.0,29,65,34,5,3.0,96.0,G#,Minor,74.0,61.0,83.0,11.0,0.0,35.0,6.0
222,Ch y la Pizza,"Fuerza Regida, Natanael Cano",12/1/2022,536,10,288101651.0,10,72,8,3,14.0,149.0,G#,Major,66.0,85.0,60.0,40.0,0.0,14.0,13.0
223,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",5/26/2023,359,2,60350538.0,1,0,9,0,0.0,110.0,F#,Minor,66.0,32.0,40.0,81.0,0.0,11.0,3.0
224,Players,Coi Leray,11/30/2022,4096,6,335074782.0,118,48,143,0,240.0,105.0,F#,Major,95.0,62.0,52.0,3.0,0.0,5.0,16.0
225,Bite Me,ENHYPEN,5/22/2023,349,69,76767396.0,8,96,5,0,56.0,105.0,C#,Major,80.0,69.0,78.0,28.0,0.0,11.0,14.0
226,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",5/26/2023,381,5,46065667.0,23,82,6,0,113.0,134.0,B,Major,76.0,61.0,58.0,6.0,0.0,16.0,3.0
227,Normal,Feid,7/8/2022,2461,36,459276435.0,47,66,45,5,6.0,170.0,E,Minor,71.0,59.0,56.0,4.0,0.0,27.0,12.0
228,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",6/2/2023,277,1,39666245.0,1,20,5,0,1.0,81.0,F#,Major,59.0,26.0,60.0,46.0,1.0,25.0,13.0
229,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",3/1/2023,967,5,138517666.0,7,29,51,1,29.0,154.0,F#,Major,63.0,75.0,92.0,31.0,0.0,91.0,5.0
230,Bad Habit,Steve Lacy,6/29/2022,8186,12,822633917.0,155,72,131,16,29.0,169.0,C#,Major,69.0,69.0,51.0,63.0,0.0,38.0,4.0
231,CUFF IT,Beyonc,7/29/2022,7842,10,595900742.0,215,88,330,26,23.0,115.0,G,Major,78.0,64.0,69.0,4.0,0.0,7.0,14.0
232,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",6/5/2023,215,6,51985779.0,6,14,8,2,4.0,84.0,A,Minor,43.0,14.0,74.0,1.0,0.0,19.0,8.0
233,69,"Nicky Jam, Feid",5/18/2023,1134,22,57945987.0,39,14,48,2,3.0,93.0,G#,Major,79.0,58.0,62.0,11.0,0.0,11.0,23.0
234,Ni��a Bo,"Sean Paul, Feid",4/21/2023,1305,34,115010040.0,29,26,43,5,44.0,91.0,G,Major,82.0,47.0,62.0,10.0,0.0,10.0,15.0
235,Search & Rescue,Drake,4/7/2023,2066,6,175097833.0,58,70,43,0,182.0,142.0,A#,Minor,82.0,54.0,44.0,6.0,0.0,33.0,7.0
236,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyonc",5/19/2023,896,0,57089066.0,34,2,33,0,1.0,126.0,C#,Major,78.0,20.0,70.0,1.0,0.0,16.0,4.0
237,Lavender Haze,Taylor Swift,10/21/2022,3763,8,488386797.0,51,43,38,10,1.0,97.0,A#,Major,73.0,10.0,44.0,26.0,0.0,16.0,8.0
238,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",6/2/2023,197,0,32761689.0,3,10,3,0,0.0,101.0,F,Major,92.0,59.0,51.0,41.0,51.0,26.0,8.0
239,Efecto,Bad Bunny,5/6/2022,4004,33,1047480053.0,34,65,43,6,2.0,98.0,G,Minor,80.0,23.0,48.0,14.0,0.0,6.0,5.0
240,Erro Gostoso - Ao Vivo,Simone Mendes,1/27/2023,984,5,153454328.0,8,57,76,2,49.0,154.0,F#,Major,59.0,63.0,89.0,18.0,0.0,80.0,9.0
241,Cupido,Tini,2/14/2023,1240,24,217672943.0,51,29,63,4,54.0,120.0,A,Major,91.0,63.0,58.0,52.0,0.0,31.0,22.0
242,Just Wanna Rock,Lil Uzi Vert,10/17/2022,3995,13,457184829.0,72,27,47,0,0.0,150.0,B,Major,49.0,4.0,55.0,7.0,0.0,6.0,3.0
243,Unstoppable,Sia,1/21/2016,7681,13,939844851.0,119,66,1145,2,39.5,174.0,A,Major,47.0,27.0,78.0,11.0,0.0,10.0,8.0
244,Until I Found You,Stephen Sanchez,9/1/2021,4427,4,726434358.0,69,100,154,20,438.0,202.0,A#,Major,34.0,25.0,51.0,69.0,0.0,18.0,4.0
245,Rich Flex,"Drake, 21 Savage",11/4/2022,4657,18,573633020.0,84,84,42,0,23.0,153.0,B,Minor,56.0,42.0,52.0,5.0,0.0,36.0,24.0
246,Easy On Me,Adele,10/14/2021,10195,20,1406111294.0,258,87,657,22,9.0,142.0,F,Major,60.0,13.0,37.0,58.0,0.0,13.0,3.0
247,Cart��o B,"MC Caverinha, KayBlack",5/11/2023,269,4,71573339.0,7,2,30,1,11.0,108.0,A,Minor,84.0,55.0,47.0,26.0,0.0,20.0,64.0
248,Danger (Spider) (Offset & JID),"Offset, JID",6/2/2023,214,0,24975653.0,3,3,6,0,0.0,143.0,B,Major,83.0,25.0,69.0,4.0,0.0,23.0,12.0
249,Oi Balde - Ao Vivo,Z�� Neto & Crist,2/14/2023,845,2,145458418.0,12,57,47,1,33.0,108.0,D,Major,67.0,55.0,67.0,60.0,0.0,80.0,5.0
250,The Real Slim Shady,Eminem,1/1/2000,20763,27,1424589568.0,81,53,3271,1,17.0,104.0,F,Minor,95.0,78.0,66.0,3.0,0.0,4.0,6.0
251,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",12/16/2022,1267,20,231332117.0,41,22,56,4,84.0,93.0,F#,Minor,84.0,96.0,79.0,43.0,0.0,18.0,11.0
252,The Color Violet,Tory Lanez,12/10/2021,2585,32,415932686.0,3,79,21,1,54.0,105.0,F#,Minor,65.0,46.0,53.0,16.0,0.0,9.0,5.0
253,Glimpse of Us,Joji,6/10/2022,6330,6,988515741.0,109,42,158,3,31.0,170.0,G#,Major,44.0,27.0,32.0,89.0,0.0,14.0,5.0
254,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",5/4/2023,675,1,50847624.0,9,13,11,0,1.0,178.0,C#,Minor,62.0,56.0,66.0,18.0,0.0,12.0,5.0
255,Curtains,Ed Sheeran,5/5/2023,715,0,39893489.0,37,3,27,0,50.0,176.0,F#,Minor,50.0,44.0,76.0,10.0,0.0,32.0,5.0
256,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",5/1/2023,327,13,92035115.0,14,110,9,0,49.0,104.0,E,Minor,80.0,38.0,88.0,11.0,0.0,11.0,5.0
257,Haegeum,Agust D,4/21/2023,244,12,118810253.0,6,84,10,2,9.0,85.0,G,Major,70.0,83.0,84.0,31.0,0.0,47.0,30.0
258,Conex��es de M��fia (feat. Rich ,"Rich The Kid, Matu",4/30/2023,385,4,77233241.0,17,7,41,1,29.0,117.0,F#,Minor,77.0,69.0,58.0,39.0,0.0,26.0,5.0
259,MIENTRAS ME CURO DEL CORA,Karol G,2/24/2023,1020,35,206399629.0,15,26,30,6,0.0,80.0,,Major,52.0,57.0,48.0,86.0,0.0,15.0,39.0
260,Never Felt So Alone,Labrinth,4/7/2023,1730,3,117747907.0,46,5,51,0,20.0,98.0,F,Major,44.0,36.0,41.0,50.0,0.0,38.0,5.0
261,X SI VOLVEMOS,"Karol G, Romeo Santos",2/2/2023,2127,33,266624541.0,45,80,53,8,4.0,178.0,C#,Minor,79.0,58.0,78.0,34.0,0.0,11.0,25.0
262,ceilings,Lizzy McAlpine,4/8/2022,3242,9,293186992.0,67,55,48,0,6.0,148.0,A,Major,51.0,27.0,33.0,48.0,0.0,22.0,3.0
263,Cupid,Fifty Fifty,2/24/2023,526,10,139681964.0,15,93,30,0,320.0,120.0,D,Major,77.0,94.0,66.0,65.0,0.0,38.0,3.0
264,I AM,IVE,4/10/2023,366,15,123132751.0,16,102,7,0,55.0,122.0,E,Minor,68.0,38.0,88.0,1.0,0.0,8.0,5.0
265,Cupid ��� Twin Ver. (FIFTY FIFTY) ��� Spe,sped up 8282,1/1/1997,472,2,103762518.0,0,0,6,0,0.0,144.0,F,Major,74.0,75.0,73.0,42.0,0.0,9.0,4.0
266,Shorty Party,"Cartel De Santa, La Kelly",3/4/2023,432,12,162887075.0,8,14,12,2,33.0,96.0,D,Major,93.0,47.0,47.0,33.0,0.0,10.0,36.0
267,Super,SEVENTEEN,4/24/2023,271,12,91221625.0,16,103,9,0,55.0,137.0,G#,Major,77.0,35.0,88.0,16.0,0.0,17.0,9.0
268,Slut Me Out,NLE Choppa,4/22/2022,816,4,190490915.0,21,4,13,0,4.0,121.0,F#,Minor,94.0,71.0,61.0,12.0,0.0,53.0,42.0
269,Double Fantasy (with Future),"The Weeknd, Future",4/21/2023,1169,0,96180277.0,36,65,28,0,0.0,119.0,A,Minor,60.0,10.0,57.0,1.0,0.0,50.0,3.0
270,All Of The Girls You Loved Before,Taylor Swift,8/23/2019,1282,6,185240616.0,26,6,19,0,5.0,96.0,D,Major,72.0,40.0,47.0,71.0,0.0,13.0,4.0
271,PROVENZA,Karol G,4/21/2022,6587,34,885093467.0,114,104,147,11,20.0,111.0,C#,Major,87.0,53.0,52.0,66.0,1.0,11.0,5.0
272,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",4/14/2023,1444,4,104992946.0,0,0,0,0,0.0,148.0,A,Major,90.0,74.0,68.0,14.0,0.0,10.0,19.0
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2/3/2023,356,10,147290338.0,4,64,4,2,37.0,182.0,A,Major,57.0,80.0,59.0,8.0,0.0,6.0,5.0
274,Shivers,Ed Sheeran,9/9/2021,10147,30,1302184087.0,234,71,543,18,50.5,141.0,D,Major,79.0,82.0,86.0,28.0,0.0,4.0,9.0
275,Igualito a Mi Ap,"Fuerza Regida, Peso Pluma",12/30/2022,265,6,158950978.0,8,84,5,1,4.0,145.0,E,Minor,76.0,80.0,81.0,19.0,0.0,6.0,9.0
276,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",4/25/2023,351,9,76910644.0,16,90,10,0,64.0,110.0,B,Minor,76.0,26.0,70.0,1.0,0.0,41.0,6.0
277,Komang,Raim Laode,8/16/2022,158,4,137123880.0,5,6,1,1,18.0,134.0,G,Major,70.0,35.0,41.0,41.0,0.0,10.0,3.0
278,DESPECH,ROSAL�,7/28/2022,7613,33,782369383.0,180,90,422,15,55.0,130.0,G,Major,92.0,78.0,62.0,18.0,0.0,6.0,10.0
279,Made You Look,Meghan Trainor,10/21/2022,3956,6,502574952.0,142,23,127,3,16.0,145.0,A#,Major,84.0,88.0,53.0,35.0,0.0,8.0,7.0
280,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",2/5/2023,1638,10,207033255.0,0,0,21,0,0.0,130.0,B,Minor,69.0,36.0,90.0,1.0,10.0,15.0,4.0
281,No Se Va,Grupo Frontera,4/28/2022,924,18,404887295.0,17,80,22,9,38.0,173.0,,Major,59.0,69.0,53.0,12.0,0.0,23.0,3.0
282,Punto G,Quevedo,11/4/2022,1985,35,381161027.0,34,26,37,5,1.0,92.0,B,Minor,75.0,55.0,76.0,25.0,0.0,10.0,15.0
283,Lovers Rock,TV Girl,6/5/2014,6339,13,466231982.0,3,1,36,1,37.0,105.0,F,Minor,56.0,57.0,87.0,0.0,1.0,10.0,4.0
284,METAMORPHOSIS,INTERWORLD,11/25/2021,1561,24,357580552.0,18,78,24,0,30.0,175.0,G,Minor,59.0,15.0,64.0,43.0,90.0,12.0,10.0
285,Mami Chula,"Quevedo, Jhayco",4/27/2023,875,4,61105704.0,17,13,27,0,43.0,120.0,G,Minor,80.0,33.0,70.0,22.0,0.0,9.0,4.0
286,En Paris,"El Chachito, Junior H",12/24/2022,406,5,198275403.0,3,31,2,1,0.0,139.0,D#,Minor,70.0,77.0,48.0,37.0,0.0,12.0,5.0
287,Set Me Free Pt.2,Jimin,3/17/2023,340,13,168448603.0,4,71,16,1,9.0,132.0,,Minor,59.0,56.0,82.0,12.0,0.0,12.0,6.0
288,I Was Never There,"The Weeknd, Gesaffelstein",3/29/2018,4188,15,705469769.0,30,70,142,0,27.0,114.0,A#,Major,32.0,17.0,74.0,14.0,0.0,17.0,3.0
289,Don't ever say love me (feat. RM of BTS),"RM, Colde",5/4/2023,105,0,34502215.0,5,9,5,0,0.0,145.0,B,Minor,54.0,19.0,48.0,36.0,0.0,37.0,5.0
290,Shut Down,BLACKPINK,9/16/2022,1524,17,482175240.0,53,120,62,0,2.0,110.0,,Major,82.0,67.0,69.0,0.0,0.0,18.0,4.0
291,Gato de Noche,"Nengo Flow, Bad Bunny",12/22/2022,2651,30,304118600.0,21,55,32,3,0.0,94.0,G#,Major,89.0,61.0,66.0,17.0,0.0,36.0,16.0
292,Call Out My Name,The Weeknd,3/29/2018,11087,6,1449799467.0,151,107,801,1,105.0,134.0,C#,Major,45.0,17.0,60.0,21.0,0.0,33.0,4.0
293,Like Crazy (English Version),Jimin,3/24/2023,373,19,173627354.0,4,72,5,0,5.0,120.0,G,Major,62.0,32.0,76.0,0.0,0.0,39.0,4.0
294,Rosa Pastel,"Jasiel Nu��ez, Peso P",2/2/2023,200,4,90025258.0,8,77,2,1,1.0,123.0,G,Minor,70.0,86.0,68.0,24.0,0.0,11.0,4.0
295,Sunroof,"Nicky Youre, Dazy",12/3/2021,3741,17,652704649.0,156,35,110,19,0.0,131.0,A#,Major,77.0,84.0,71.0,35.0,0.0,15.0,4.0
296,Lose Yourself - Soundtrack Version,Eminem,1/1/2002,32502,21,1829992958.0,247,54,5567,1,51.0,171.0,D,Major,70.0,6.0,73.0,1.0,0.0,36.0,26.0
297,Superman,"Eminem, Dina Rae",5/26/2002,7615,14,655466831.0,18,51,1005,0,0.0,130.0,E,Minor,80.0,64.0,76.0,2.0,0.0,20.0,6.0
298,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3/2/2023,1208,34,146409671.0,10,41,20,0,1.0,94.0,B,Major,82.0,53.0,67.0,34.0,0.0,9.0,8.0
299,People Pt.2 (feat. IU),"IU, Agust D",4/7/2023,209,4,95816024.0,4,45,11,2,24.0,89.0,G,Minor,73.0,44.0,57.0,39.0,0.0,32.0,6.0
300,REMIX EXCLUSIVO,Feid,3/17/2023,1235,9,117206995.0,20,8,15,0,6.0,87.0,F,Minor,65.0,71.0,56.0,4.0,0.0,15.0,20.0
